순번,근무형태구분,연월,주차,사번,이름,직급,소속사업장,소속부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무_중식
991,일반,2026-07,7월 2주차,10001,정가은,상무,판교R&D센터,소나개발팀,10.7,11.0,11.1,12.0,11.0,0.0,0.0,55.8,55.8,3.7,3.8,3.7,1.0
992,일반,2026-07,7월 2주차,10002,윤건우,상무,거제조선소,구매팀,10.1,10.6,10.7,10.4,9.9,0.0,0.0,51.7,51.7,4.4,0,4.8,1.0
993,일반,2026-07,7월 2주차,10003,김태윤,전문위원,거제조선소,해양SW2팀,11.5,11.1,10.1,11.0,10.5,0.0,0.0,54.2,54.2,4.5,2.2,4.8,1.0
994,근태예외자,2026-07,7월 2주차,10004,한하은,부사장,거제조선소,기구설계팀,10.3,9.8,10.3,9.6,11.0,0.0,0.0,51.0,51.0,4.5,0,4.3,1.0
995,일반,2026-07,7월 2주차,10005,송하은,부사장,판교R&D센터,기구설계팀,10.3,10.9,10.3,11.3,11.1,0.0,0.0,53.9,53.9,4.4,1.9,5.0,1.0
996,일반,2026-07,7월 2주차,10006,이윤서,부사장,판교R&D센터,품질팀,10.3,10.4,10.4,9.6,10.2,0.0,2.4,53.3,50.9,4.7,1.3,5.3,1.0
997,일반,2026-07,7월 2주차,10007,권동현,상무,성남사업장,해양SW2팀,11.6,10.6,11.0,11.1,10.3,0.0,0.0,54.6,54.6,4.9,2.6,3.9,1.0
998,일반,2026-07,7월 2주차,10008,홍도윤,부사장,판교R&D센터,해양SW2팀,10.1,10.7,10.9,11.1,10.4,0.0,0.0,53.2,53.2,4.7,1.2,3.0,1.0
999,일반,2026-07,7월 2주차,10009,홍성민,과장,거제조선소,해양SW1팀,11.9,10.7,11.2,11.8,11.6,0.0,0.0,57.2,57.2,4.6,5.2,4.7,1.0
1000,일반,2026-07,7월 2주차,10010,한준서,차장,거제조선소,소나개발팀,12.5,12.3,10.9,11.7,11.7,0.0,0.0,59.1,59.1,4.6,7.1,2.3,1.0
1001,일반,2026-07,7월 2주차,10011,홍우진,부장,거제조선소,품질팀,9.0,8.8,9.0,8.5,8.7,0.0,0.0,44.0,44.0,3.6,0,3.8,1.0
1002,일반,2026-07,7월 2주차,10012,류준서,과장,판교R&D센터,기구설계팀,8.8,8.3,8.3,9.0,8.6,0.0,0.0,43.0,43.0,4.2,0,5.0,1.0
1003,일반,2026-07,7월 2주차,10013,최지훈,사원,거제조선소,경영지원팀,7.6,7.8,8.2,6.7,8.1,0.0,0.0,38.4,38.4,4.0,0,5.0,1.0
1004,일반,2026-07,7월 2주차,10014,권건우,대리,거제조선소,Smart Vessel사업팀,9.7,9.1,9.8,9.2,9.8,0.0,0.0,47.6,47.6,4.3,0,2.4,1.0
1005,일반,2026-07,7월 2주차,10015,장태윤,부장,판교R&D센터,Smart Vessel사업팀,10.0,9.9,9.5,9.5,9.9,0.0,0.0,48.8,48.8,4.6,0,1.5,1.0
1006,일반,2026-07,7월 2주차,10016,장건우,대리,거제조선소,경영지원팀,7.9,8.9,8.7,7.8,8.8,0.0,0.0,42.1,42.1,3.7,0,4.5,1.0
1007,일반,2026-07,7월 2주차,10017,조지훈,사원,판교R&D센터,기구설계팀,8.4,8.9,8.6,8.1,8.2,0.0,0.0,42.2,42.2,4.0,0,2.8,1.0
1008,일반,2026-07,7월 2주차,10018,최다인,부장,판교R&D센터,소나개발팀,8.6,9.3,9.7,9.9,10.1,0.0,0.0,47.6,47.6,4.2,0,3.4,1.0
1009,탄력근무제,2026-07,7월 2주차,10019,박도윤,차장,거제조선소,해양SW2팀,8.5,9.5,9.1,9.4,9.9,0.0,0.0,46.4,46.4,4.6,0,4.7,1.0
1010,일반,2026-07,7월 2주차,10020,송유진,부장,거제조선소,해양SW1팀,8.7,8.9,9.4,8.3,8.7,4.3,0.0,48.3,44.0,4.1,0,4.2,1.0
1011,일반,2026-07,7월 2주차,10021,조성민,대리,성남사업장,해양SW2팀,9.2,9.2,8.7,9.7,9.0,0.0,0.0,45.8,45.8,3.5,0,4.3,1.0
1012,일반,2026-07,7월 2주차,10022,윤소율,과장,성남사업장,경영지원팀,8.4,7.4,8.2,7.7,7.0,0.0,0.0,38.7,38.7,3.9,0,3.2,1.0
1013,일반,2026-07,7월 2주차,10023,이소율,과장,거제조선소,해양SW2팀,9.1,9.3,9.3,8.5,9.7,0.0,0.0,45.9,45.9,4.9,0,2.9,1.0
1014,일반,2026-07,7월 2주차,10024,송지훈,대리,거제조선소,해양SW2팀,8.8,9.1,10.4,8.9,9.0,0.0,0.0,46.2,46.2,4.3,0,4.2,1.0
1015,탄력근무제,2026-07,7월 2주차,10025,조하은,과장,판교R&D센터,해양SW2팀,8.6,9.2,8.8,8.6,9.4,0.0,0.0,44.6,44.6,4.4,0,3.4,1.0
1016,일반,2026-07,7월 2주차,10026,홍동현,대리,성남사업장,경영지원팀,7.7,7.4,7.6,7.5,8.3,0.0,0.0,38.5,38.5,4.7,0,4.8,1.0
1017,일반,2026-07,7월 2주차,10027,권지훈,대리,거제조선소,Smart Vessel사업팀,9.8,9.9,9.8,8.8,9.2,0.0,0.0,47.5,47.5,4.6,0,1.5,1.0
1018,탄력근무제,2026-07,7월 2주차,10028,송하은,사원,거제조선소,Smart Vessel사업팀,8.0,8.9,9.4,8.9,9.3,0.0,0.0,44.5,44.5,4.4,0,3.4,1.0
1019,탄력근무제,2026-07,7월 2주차,10029,강다은,차장,성남사업장,Smart Vessel사업팀,9.8,9.8,8.6,9.7,9.6,0.0,0.0,47.5,47.5,4.1,0,1.6,1.0
1020,일반,2026-07,7월 2주차,10030,서지민,대리,거제조선소,소나개발팀,9.1,11.0,9.9,10.2,9.6,0.0,0.0,49.8,49.8,4.0,0,2.5,1.0
1021,일반,2026-07,7월 2주차,10031,이현우,대리,거제조선소,경영지원팀,8.4,8.3,8.0,8.1,8.5,0.0,0.0,41.3,41.3,4.2,0,4.5,1.0
1022,일반,2026-07,7월 2주차,10032,안유진,대리,판교R&D센터,소나개발팀,9.8,9.4,9.5,9.0,8.6,0.0,0.0,46.3,46.3,5.0,0,2.0,1.0
1023,일반,2026-07,7월 2주차,10033,윤준서,차장,판교R&D센터,Smart Vessel사업팀,9.0,9.4,8.7,8.9,9.3,0.0,0.0,45.3,45.3,4.1,0,2.5,1.0
1024,일반,2026-07,7월 2주차,10034,류현우,사원,판교R&D센터,소나개발팀,8.9,9.3,9.3,10.1,9.7,0.0,0.0,47.3,47.3,4.4,0,3.5,1.0
1025,일반,2026-07,7월 2주차,10035,홍하윤,사원,거제조선소,품질팀,7.8,8.3,8.7,9.2,9.3,0.0,0.0,43.3,43.3,3.8,0,4.2,1.0
1026,근태예외자,2026-07,7월 2주차,10036,최도윤,부장,거제조선소,소나개발팀,9.2,9.6,9.9,8.6,9.4,0.0,0.0,46.7,46.7,3.6,0,2.0,1.0
1027,탄력근무제,2026-07,7월 2주차,10037,오하윤,사원,성남사업장,품질팀,8.1,8.4,9.0,7.5,8.1,0.0,0.0,41.1,41.1,3.8,0,5.3,1.0
1028,일반,2026-07,7월 2주차,10038,최승우,과장,판교R&D센터,소나개발팀,9.2,9.4,9.3,10.2,8.7,0.0,0.0,46.8,46.8,3.5,0,1.9,1.0
1029,일반,2026-07,7월 2주차,10039,한재현,사원,거제조선소,해양SW1팀,9.4,9.0,9.7,9.4,9.5,0.0,0.0,47.0,47.0,5.0,0,3.8,1.0
1030,탄력근무제,2026-07,7월 2주차,10040,박동현,대리,성남사업장,기구설계팀,9.3,8.1,8.3,8.8,8.9,0.0,0.0,43.4,43.4,4.0,0,4.2,1.0
1031,일반,2026-07,7월 2주차,10041,권수아,사원,판교R&D센터,해양SW1팀,9.0,9.4,9.7,9.6,8.7,0.0,1.5,47.9,46.4,4.1,0,3.9,1.0
1032,탄력근무제,2026-07,7월 2주차,10042,류수아,사원,거제조선소,해양SW1팀,9.0,9.3,9.2,8.9,9.1,0.0,0.0,45.5,45.5,3.8,0,2.6,1.0
1033,일반,2026-07,7월 2주차,10043,윤윤서,대리,성남사업장,소나개발팀,8.9,8.7,9.5,9.4,10.1,0.0,0.0,46.6,46.6,4.8,0,2.5,1.0
1034,일반,2026-07,7월 2주차,10044,윤서윤,차장,성남사업장,구매팀,7.9,8.6,8.1,8.4,8.4,3.1,0.0,44.5,41.4,4.6,0,4.8,1.0
1035,일반,2026-07,7월 2주차,10045,한은서,사원,거제조선소,구매팀,7.9,7.9,8.3,8.6,8.3,0.0,0.0,41.0,41.0,4.0,0,5.6,1.0
1036,탄력근무제,2026-07,7월 2주차,10046,최준서,차장,거제조선소,해양SW2팀,9.1,9.2,9.1,9.3,9.6,0.0,0.0,46.3,46.3,4.4,0,3.4,1.0
1037,탄력근무제,2026-07,7월 2주차,10047,윤소율,사원,거제조선소,경영지원팀,7.9,7.8,7.0,7.9,8.0,0.0,0.0,38.6,38.6,4.6,0,3.6,1.0
1038,일반,2026-07,7월 2주차,10048,홍건우,대리,성남사업장,Smart Vessel사업팀,9.7,9.6,9.5,9.4,9.8,0.0,0.0,48.0,48.0,4.2,0,3.0,1.0
1039,근태예외자,2026-07,7월 2주차,10049,강현우,대리,거제조선소,소나개발팀,10.3,9.6,10.4,9.3,10.4,0.0,0.0,50.0,50.0,4.8,0,1.8,1.0
1040,탄력근무제,2026-07,7월 2주차,10050,신나윤,사원,거제조선소,구매팀,8.5,8.3,9.0,9.2,8.4,0.0,0.0,43.4,43.4,4.7,0,4.0,1.0
1041,일반,2026-07,7월 2주차,10051,김건우,차장,거제조선소,해양SW2팀,9.6,9.6,9.3,9.0,8.8,0.0,0.0,46.3,46.3,4.4,0,3.3,1.0
1042,일반,2026-07,7월 2주차,10052,한나윤,과장,거제조선소,해양SW2팀,8.2,8.8,9.6,8.6,9.5,0.0,0.0,44.7,44.7,4.3,0,4.9,1.0
1043,일반,2026-07,7월 2주차,10053,한준서,과장,거제조선소,기구설계팀,8.7,9.7,8.6,9.2,9.2,0.0,0.0,45.4,45.4,4.7,0,4.4,1.0
1044,탄력근무제,2026-07,7월 2주차,10054,전현우,사원,판교R&D센터,구매팀,8.7,8.5,6.9,8.8,8.2,0.0,0.0,41.1,41.1,4.1,0,3.5,1.0
1045,탄력근무제,2026-07,7월 2주차,10055,전동현,사원,거제조선소,기구설계팀,7.7,8.7,8.9,9.4,9.0,0.0,0.0,43.7,43.7,3.9,0,3.7,1.0
1046,근태예외자,2026-07,7월 2주차,10056,강윤서,과장,판교R&D센터,경영지원팀,7.7,7.8,7.1,7.4,7.8,0.0,0.0,37.8,37.8,5.0,0,4.0,1.0
1047,근태예외자,2026-07,7월 2주차,10057,윤윤서,과장,거제조선소,품질팀,7.8,9.1,8.4,7.8,9.1,0.0,0.0,42.2,42.2,4.6,0,4.2,1.0
1048,일반,2026-07,7월 2주차,10058,박우진,사원,거제조선소,소나개발팀,10.1,9.7,9.1,10.2,9.7,0.0,0.0,48.8,48.8,4.7,0,2.3,1.0
1049,일반,2026-07,7월 2주차,10059,홍성민,사원,거제조선소,구매팀,7.9,7.7,7.7,8.4,6.9,0.0,0.0,38.6,38.6,3.8,0,5.0,1.0
1050,일반,2026-07,7월 2주차,10060,안우진,차장,판교R&D센터,Smart Vessel사업팀,8.7,9.5,8.7,9.5,9.6,0.0,0.0,46.0,46.0,4.6,0,1.6,1.0
1051,일반,2026-07,7월 2주차,10061,안수아,차장,거제조선소,경영지원팀,8.2,7.5,8.0,8.1,7.6,0.0,0.0,39.4,39.4,3.8,0,4.7,1.0
1052,일반,2026-07,7월 2주차,10062,강가은,차장,판교R&D센터,구매팀,8.4,8.2,7.9,8.7,8.2,0.0,0.0,41.4,41.4,4.3,0,5.0,1.0
1053,일반,2026-07,7월 2주차,10063,홍소율,과장,판교R&D센터,기구설계팀,8.2,8.7,9.6,8.9,8.2,0.0,0.0,43.6,43.6,4.2,0,3.0,1.0
1054,탄력근무제,2026-07,7월 2주차,10064,박지훈,대리,거제조선소,기구설계팀,8.7,8.4,8.1,9.1,8.8,0.0,0.0,43.1,43.1,4.6,0,3.8,1.0
1055,일반,2026-07,7월 2주차,10065,송우진,사원,거제조선소,해양SW2팀,9.6,9.2,9.2,9.3,9.5,0.0,0.0,46.8,46.8,4.1,0,2.6,1.0
1056,일반,2026-07,7월 2주차,10066,서채원,대리,성남사업장,소나개발팀,10.4,8.8,9.6,9.4,9.8,0.0,0.0,48.0,48.0,3.7,0,2.0,1.0
1057,일반,2026-07,7월 2주차,10067,전승우,과장,거제조선소,구매팀,8.0,7.5,7.9,7.8,8.3,0.0,0.0,39.5,39.5,4.3,0,3.7,1.0
1058,일반,2026-07,7월 2주차,10068,서가은,대리,거제조선소,소나개발팀,9.7,9.5,8.8,9.5,9.9,0.0,0.0,47.4,47.4,4.4,0,2.0,1.0
1059,일반,2026-07,7월 2주차,10069,김도윤,사원,성남사업장,소나개발팀,10.3,9.2,9.6,8.8,9.9,0.0,0.0,47.8,47.8,4.4,0,1.6,1.0
1060,일반,2026-07,7월 2주차,10070,권시우,대리,거제조선소,소나개발팀,9.5,9.9,10.2,9.9,9.2,0.0,0.0,48.7,48.7,3.6,0,3.5,1.0
1061,일반,2026-07,7월 2주차,10071,김가은,사원,거제조선소,구매팀,9.1,8.0,8.3,9.1,7.6,0.0,0.0,42.1,42.1,3.7,0,5.8,1.0
1062,일반,2026-07,7월 2주차,10072,김소율,대리,판교R&D센터,Smart Vessel사업팀,9.2,9.6,8.6,9.7,8.8,0.0,0.0,45.9,45.9,3.9,0,1.1,1.0
1063,일반,2026-07,7월 2주차,10073,조우진,사원,거제조선소,해양SW1팀,10.0,9.3,8.7,9.3,9.4,0.0,0.0,46.7,46.7,4.7,0,3.6,1.0
1064,일반,2026-07,7월 2주차,10074,임하은,사원,판교R&D센터,Smart Vessel사업팀,9.9,8.9,9.0,8.7,8.8,0.0,0.0,45.3,45.3,3.7,0,3.2,1.0
1065,일반,2026-07,7월 2주차,10075,박현우,과장,거제조선소,구매팀,8.2,8.2,9.3,9.0,8.4,0.0,0.0,43.1,43.1,4.7,0,5.2,1.0
1066,일반,2026-07,7월 2주차,10076,최은서,사원,성남사업장,기구설계팀,9.5,9.6,9.1,8.5,9.1,0.0,0.0,45.8,45.8,4.1,0,5.2,1.0
1067,일반,2026-07,7월 2주차,10077,홍시우,대리,판교R&D센터,구매팀,7.9,7.5,8.2,7.8,8.2,0.0,0.0,39.6,39.6,4.1,0,3.3,1.0
1068,일반,2026-07,7월 2주차,10078,권성민,대리,성남사업장,구매팀,8.6,7.1,8.3,7.6,8.6,0.0,0.0,40.2,40.2,3.9,0,4.1,1.0
1069,탄력근무제,2026-07,7월 2주차,10079,황우진,대리,판교R&D센터,기구설계팀,8.3,9.2,8.1,8.0,8.9,0.0,0.0,42.5,42.5,4.6,0,4.6,1.0
1070,일반,2026-07,7월 2주차,10080,권소율,사원,판교R&D센터,해양SW2팀,9.6,9.2,8.8,8.9,9.1,0.0,0.0,45.6,45.6,4.7,0,4.3,1.0
1071,탄력근무제,2026-07,7월 2주차,10081,강채원,과장,거제조선소,품질팀,8.1,8.6,8.4,8.2,7.8,0.0,0.0,41.1,41.1,3.8,0,5.1,1.0
1072,일반,2026-07,7월 2주차,10082,조도윤,대리,판교R&D센터,기구설계팀,8.8,8.1,8.5,8.1,8.7,0.0,0.0,42.2,42.2,3.5,0,3.2,1.0
1073,일반,2026-07,7월 2주차,10083,황우진,과장,판교R&D센터,해양SW2팀,8.9,9.6,8.9,8.8,8.9,0.0,0.0,45.1,45.1,3.6,0,3.0,1.0
1074,일반,2026-07,7월 2주차,10084,황수아,사원,거제조선소,해양SW2팀,8.9,9.5,8.6,9.1,8.8,0.0,0.0,44.9,44.9,3.7,0,3.2,1.0
1075,일반,2026-07,7월 2주차,10085,임지민,과장,거제조선소,품질팀,8.7,7.7,8.9,7.7,7.4,0.0,0.0,40.4,40.4,4.7,0,3.8,1.0
1076,일반,2026-07,7월 2주차,10086,장가은,대리,거제조선소,해양SW1팀,8.4,10.0,10.4,9.5,9.3,0.0,0.0,47.6,47.6,4.8,0,3.6,1.0
1077,일반,2026-07,7월 2주차,10087,오유진,과장,판교R&D센터,Smart Vessel사업팀,9.3,9.0,8.9,10.3,9.6,0.0,0.0,47.1,47.1,5.0,0,2.2,1.0
1078,일반,2026-07,7월 2주차,10088,정동현,사원,성남사업장,소나개발팀,9.5,10.1,10.4,9.4,10.2,0.0,0.0,49.6,49.6,3.9,0,2.8,1.0
1079,일반,2026-07,7월 2주차,10089,강서연,차장,거제조선소,기구설계팀,8.0,9.1,8.1,8.7,8.8,0.0,0.0,42.7,42.7,4.5,0,4.1,1.0
1080,일반,2026-07,7월 2주차,10090,홍윤서,사원,거제조선소,Smart Vessel사업팀,8.9,9.4,8.5,9.2,8.5,0.0,0.0,44.5,44.5,5.0,0,1.5,1.0
1081,일반,2026-07,7월 2주차,10091,송태윤,과장,거제조선소,기구설계팀,8.4,8.6,8.7,8.3,8.2,0.0,0.0,42.2,42.2,3.8,0,3.6,1.0
1082,일반,2026-07,7월 2주차,10092,류다은,과장,거제조선소,구매팀,8.7,8.4,7.7,7.6,8.4,0.0,0.0,40.8,40.8,3.5,0,4.4,1.0
1083,일반,2026-07,7월 2주차,10093,조지민,과장,성남사업장,Smart Vessel사업팀,8.9,8.7,8.7,9.5,9.8,0.0,0.0,45.6,45.6,3.9,0,1.7,1.0
1084,일반,2026-07,7월 2주차,10094,전채원,사원,거제조선소,Smart Vessel사업팀,9.4,9.8,9.3,8.5,9.5,0.0,0.0,46.5,46.5,4.5,0,1.5,1.0
1085,일반,2026-07,7월 2주차,10095,장은서,과장,거제조선소,경영지원팀,8.1,7.9,8.3,9.0,7.8,0.0,0.0,41.1,41.1,4.4,0,5.8,1.0
1086,일반,2026-07,7월 2주차,10096,홍지훈,차장,거제조선소,해양SW2팀,9.2,9.3,9.2,9.2,8.6,0.0,0.0,45.5,45.5,3.6,0,4.0,1.0
1087,일반,2026-07,7월 2주차,10097,류다인,사원,판교R&D센터,해양SW1팀,9.2,9.3,9.8,8.9,9.9,4.3,0.0,51.4,47.1,4.0,0,2.2,1.0
1088,일반,2026-07,7월 2주차,10098,황우진,과장,성남사업장,구매팀,7.9,7.4,8.4,7.7,7.3,0.0,0.0,38.7,38.7,4.8,0,2.9,1.0
1089,일반,2026-07,7월 2주차,10099,윤윤서,대리,판교R&D센터,품질팀,8.5,8.9,8.3,8.8,8.9,0.0,0.0,43.4,43.4,4.5,0,3.6,1.0
1090,일반,2026-07,7월 2주차,10100,강채원,부장,판교R&D센터,기구설계팀,8.9,8.5,8.7,8.6,9.6,0.0,0.0,44.3,44.3,4.5,0,3.3,1.0
1091,일반,2026-07,7월 2주차,10101,박채원,사원,판교R&D센터,구매팀,9.5,8.2,8.6,8.2,7.9,0.0,0.0,42.4,42.4,3.6,0,3.6,1.0
1092,일반,2026-07,7월 2주차,10102,임윤서,과장,거제조선소,해양SW1팀,10.2,9.1,9.0,8.2,9.1,0.0,0.0,45.6,45.6,3.7,0,3.4,1.0
1093,일반,2026-07,7월 2주차,10103,최태윤,과장,거제조선소,경영지원팀,8.2,8.4,8.4,7.4,7.2,0.0,0.0,39.6,39.6,4.9,0,5.5,1.0
1094,일반,2026-07,7월 2주차,10104,오나윤,부장,거제조선소,경영지원팀,8.2,8.3,8.0,9.2,7.8,0.0,0.0,41.5,41.5,4.4,0,4.5,1.0
1095,일반,2026-07,7월 2주차,10105,임우진,과장,거제조선소,해양SW2팀,9.4,9.4,9.5,9.7,8.9,0.0,0.0,46.9,46.9,4.7,0,4.2,1.0
1096,일반,2026-07,7월 2주차,10106,김수아,사원,판교R&D센터,해양SW2팀,9.3,8.8,8.8,8.9,9.1,0.0,0.0,44.9,44.9,4.7,0,2.4,1.0
1097,일반,2026-07,7월 2주차,10107,정채원,차장,거제조선소,Smart Vessel사업팀,10.8,10.1,8.7,9.7,9.2,0.0,0.0,48.5,48.5,3.6,0,1.9,1.0
1098,근태예외자,2026-07,7월 2주차,10108,윤우진,과장,판교R&D센터,구매팀,7.6,8.8,8.0,8.1,7.8,0.0,0.0,40.3,40.3,4.6,0,4.3,1.0
1099,일반,2026-07,7월 2주차,10109,신시우,부장,성남사업장,해양SW1팀,9.4,9.6,9.4,9.0,9.1,0.0,0.0,46.5,46.5,4.2,0,2.9,1.0
1100,탄력근무제,2026-07,7월 2주차,10110,류윤서,차장,판교R&D센터,기구설계팀,8.3,8.2,8.7,7.9,8.7,0.0,0.0,41.8,41.8,3.6,0,3.6,1.0
1101,일반,2026-07,7월 2주차,10111,서우진,대리,거제조선소,품질팀,8.8,8.9,9.3,8.2,8.5,0.0,0.0,43.7,43.7,3.5,0,5.8,1.0
1102,일반,2026-07,7월 2주차,10112,신서연,부장,판교R&D센터,해양SW2팀,8.7,8.5,9.1,8.0,8.6,0.0,0.0,42.9,42.9,4.3,0,3.7,1.0
1103,일반,2026-07,7월 2주차,10113,홍지훈,부장,거제조선소,구매팀,7.6,8.2,8.5,8.3,8.0,0.0,0.0,40.6,40.6,4.6,0,3.5,1.0
1104,탄력근무제,2026-07,7월 2주차,10114,권하은,대리,성남사업장,품질팀,8.5,7.9,8.2,8.9,8.6,0.0,0.0,42.1,42.1,3.9,0,4.7,1.0
1105,근태예외자,2026-07,7월 2주차,10115,박채원,과장,성남사업장,구매팀,7.9,7.6,8.3,8.7,8.2,0.0,0.0,40.7,40.7,4.9,0,3.7,1.0
1106,탄력근무제,2026-07,7월 2주차,10116,송준서,과장,판교R&D센터,구매팀,8.7,8.9,9.0,8.3,8.3,0.0,0.0,43.2,43.2,4.6,0,5.5,1.0
1107,일반,2026-07,7월 2주차,10117,박소율,차장,성남사업장,경영지원팀,7.7,9.1,7.6,7.3,8.1,0.0,0.0,39.8,39.8,4.8,0,4.8,1.0
1108,일반,2026-07,7월 2주차,10118,홍성민,부장,거제조선소,Smart Vessel사업팀,9.6,9.6,9.2,10.3,9.6,3.7,0.0,52.0,48.3,4.5,0,1.8,1.0
1109,탄력근무제,2026-07,7월 2주차,10119,임예린,과장,거제조선소,소나개발팀,9.8,9.7,9.6,9.4,9.3,0.0,0.0,47.8,47.8,4.6,0,1.8,1.0
1110,일반,2026-07,7월 2주차,10120,서나윤,대리,거제조선소,해양SW1팀,9.2,9.2,9.6,9.5,9.0,0.0,0.0,46.5,46.5,4.8,0,2.7,1.0
1111,일반,2026-07,7월 2주차,10121,장윤서,과장,거제조선소,해양SW2팀,9.4,9.1,8.8,9.2,9.2,0.0,0.0,45.7,45.7,4.1,0,3.4,1.0
1112,탄력근무제,2026-07,7월 2주차,10122,류하윤,부장,거제조선소,해양SW1팀,9.3,9.2,9.1,8.8,9.4,0.0,0.0,45.8,45.8,4.7,0,3.1,1.0
1113,일반,2026-07,7월 2주차,10123,황하은,사원,거제조선소,기구설계팀,7.3,8.5,8.6,7.8,8.6,0.0,0.0,40.8,40.8,3.9,0,3.3,1.0
1114,탄력근무제,2026-07,7월 2주차,10124,서지민,과장,거제조선소,기구설계팀,8.4,7.4,8.6,8.8,8.5,0.0,0.0,41.7,41.7,3.8,0,4.6,1.0
1115,일반,2026-07,7월 2주차,10125,임태윤,차장,성남사업장,소나개발팀,9.5,10.4,10.3,9.9,10.2,0.0,0.0,50.3,50.3,4.3,0,2.5,1.0
1116,일반,2026-07,7월 2주차,10126,정동현,대리,판교R&D센터,해양SW2팀,8.2,8.8,8.8,8.6,8.7,0.0,0.0,43.1,43.1,4.0,0,2.9,1.0
1117,일반,2026-07,7월 2주차,10127,정도윤,사원,거제조선소,경영지원팀,8.9,7.9,8.3,8.3,8.7,0.0,0.0,42.1,42.1,4.6,0,3.9,1.0
1118,일반,2026-07,7월 2주차,10128,오건우,대리,거제조선소,해양SW2팀,9.1,8.9,8.9,9.2,8.5,0.0,0.0,44.6,44.6,4.5,0,2.9,1.0
1119,일반,2026-07,7월 2주차,10129,한은서,사원,성남사업장,경영지원팀,8.1,7.6,7.5,7.8,8.5,0.0,0.0,39.5,39.5,4.2,0,6.3,1.0
1120,일반,2026-07,7월 2주차,10130,서서윤,사원,성남사업장,해양SW2팀,9.1,9.2,9.5,9.0,8.0,0.0,0.0,44.8,44.8,3.7,0,3.5,1.0
1121,일반,2026-07,7월 2주차,10131,오윤서,차장,거제조선소,소나개발팀,9.5,10.0,10.2,9.9,10.4,0.0,0.0,50.0,50.0,4.4,0,1.8,1.0
1122,일반,2026-07,7월 2주차,10132,김나윤,대리,거제조선소,품질팀,8.1,7.9,9.2,8.2,8.8,0.0,0.0,42.2,42.2,4.0,0,4.5,1.0
1123,일반,2026-07,7월 2주차,10133,권다인,부장,판교R&D센터,해양SW2팀,9.4,9.5,9.1,9.8,8.1,0.0,0.0,45.9,45.9,4.0,0,3.8,1.0
1124,일반,2026-07,7월 2주차,10134,황하은,사원,성남사업장,소나개발팀,9.0,9.9,8.8,9.1,9.7,0.0,0.0,46.5,46.5,4.3,0,3.0,1.0
1125,탄력근무제,2026-07,7월 2주차,10135,송다은,사원,거제조선소,경영지원팀,9.0,7.5,8.4,7.8,8.2,0.0,0.0,40.9,40.9,4.9,0,5.1,1.0
1126,일반,2026-07,7월 2주차,10136,장서연,차장,판교R&D센터,Smart Vessel사업팀,9.9,9.6,9.4,9.6,10.0,0.0,0.0,48.5,48.5,4.5,0,1.8,1.0
1127,일반,2026-07,7월 2주차,10137,오수아,대리,성남사업장,해양SW2팀,8.8,8.7,9.3,8.9,9.1,0.0,0.0,44.8,44.8,4.2,0,3.9,1.0
1128,일반,2026-07,7월 2주차,10138,권도윤,사원,거제조선소,기구설계팀,9.1,8.8,8.2,8.7,8.7,0.0,0.0,43.5,43.5,3.5,0,4.9,1.0
1129,일반,2026-07,7월 2주차,10139,정은서,과장,거제조선소,소나개발팀,10.0,9.4,10.6,10.2,9.2,0.0,0.0,49.4,49.4,3.6,0,1.7,1.0
1130,탄력근무제,2026-07,7월 2주차,10140,윤시우,차장,판교R&D센터,해양SW2팀,9.7,8.7,10.0,8.7,9.2,0.0,0.0,46.3,46.3,4.7,0,3.5,1.0
1131,일반,2026-07,7월 2주차,10141,정수아,과장,성남사업장,기구설계팀,8.7,8.3,9.2,9.2,8.0,0.0,0.0,43.4,43.4,3.9,0,3.8,1.0
1132,일반,2026-07,7월 2주차,10142,윤현우,과장,거제조선소,소나개발팀,9.9,9.5,9.8,10.5,9.2,0.0,0.0,48.9,48.9,4.8,0,1.8,1.0
1133,일반,2026-07,7월 2주차,10143,황우진,사원,거제조선소,구매팀,7.7,8.5,7.3,7.7,8.1,0.0,0.0,39.3,39.3,3.5,0,4.1,1.0
1134,일반,2026-07,7월 2주차,10144,안하윤,사원,성남사업장,해양SW2팀,9.3,8.7,8.6,8.8,9.1,0.0,0.0,44.5,44.5,4.4,0,4.6,1.0
1135,일반,2026-07,7월 2주차,10145,최채원,사원,판교R&D센터,경영지원팀,8.4,8.1,9.2,7.7,8.4,0.0,0.0,41.8,41.8,4.7,0,4.6,1.0
1136,일반,2026-07,7월 2주차,10146,장나윤,차장,판교R&D센터,품질팀,9.1,9.1,8.5,8.1,8.1,0.0,0.0,42.9,42.9,3.9,0,4.3,1.0
1137,일반,2026-07,7월 2주차,10147,최은서,대리,거제조선소,기구설계팀,9.7,8.7,9.2,8.8,9.1,0.0,0.0,45.5,45.5,5.0,0,4.4,1.0
1138,탄력근무제,2026-07,7월 2주차,10148,신시우,과장,거제조선소,해양SW2팀,9.7,8.9,10.6,8.8,8.6,0.0,0.0,46.6,46.6,4.8,0,4.0,1.0
1139,일반,2026-07,7월 2주차,10149,오지훈,과장,거제조선소,품질팀,9.1,8.6,8.5,8.8,8.1,0.0,0.0,43.1,43.1,4.1,0,3.9,1.0
